id,rueckkopplung_teilnehmer_id,ue_id,ue_zuweisung_teilnehmer_id,teilnehmer_id,gruppe_id,zeitpunkt,x_kognition,x_sozial,x_affektiv,x_motivation,x_methodik,x_performanz,x_regulation,sum_kognition,sum_sozial,sum_affektiv,sum_motivation,sum_methodik,sum_performanz,sum_regulation,emotion_ids,emotion_valenz,emotion_aktivierung,emotion_anzahl,dominante_dimension,dominante_dimension_wert,polaritaet_gesamt,d_semantisch,drift_norm,d_semantisch_delta,dominanzwechsel,stabilitaet,transition_marker,vector_7d,h_T,h_T_berechnet,dichteklasse,zeitpunkt_iso,kognition,sozial,affektiv,motivation,methodik,performanz,regulation,datum
9,186,59,199,2,1,2025-11-10 15:35:00,0.20989102734333,0.44427441892042,0.42365328628254,0.45218472889375,0.38227116547378,0.21709825585111,0.42585204423679,0.38723404255319,0.81965475808601,0.78161023253165,0.83424871833097,0.70526315789474,0.4005308674151,0.78566678483881,"5,1,13,2",0.82,0.4875,4,motivation,0.83424871833097,1,1.8449289959874,0.36039428955733,-0.079702997938354,1,0.71782357130188,Transformativ,"{'kognition': 0.20989102734333, 'sozial': 0.44427441892042, 'affektiv': 0.42365328628254, 'motivation': 0.45218472889375, 'methodik': 0.38227116547378, 'performanz': 0.21709825585111, 'regulation': 0.42585204423679}",1.8449289959874,0.9999999994579771,mittlere Dichte,2025-11-10T15:35:00,0.20989102734333,0.44427441892042,0.42365328628254,0.45218472889375,0.38227116547378,0.21709825585111,0.42585204423679,2025-11-10
309,184,59,197,40,1,2025-11-10 15:35:00,0.36504743016479,0.29486108215244,0.37371023303586,0.41807354485127,0.33171871742149,0.35259409448189,0.48061687929506,0.62553191489362,0.50526315789474,0.64037617681828,0.71639552416278,0.56842105263158,0.60419233468341,0.82356749285954,"1,13",0.89,0.625,2,regulation,0.82356749285954,1,1.7135633970802,0.51803196070775,-0.20161245329536,1,0.6547854758679,Perturbativ,"{'kognition': 0.36504743016479, 'sozial': 0.29486108215244, 'affektiv': 0.37371023303586, 'motivation': 0.41807354485127, 'methodik': 0.33171871742149, 'performanz': 0.35259409448189, 'regulation': 0.48061687929506}",1.7135633970802,0.9999999994164167,Leerstelle / geringe Dichte,2025-11-10T15:35:00,0.36504743016479,0.29486108215244,0.37371023303586,0.41807354485127,0.33171871742149,0.35259409448189,0.48061687929506,2025-11-10
314,185,59,0,43,1,2025-11-10 15:35:00,0.31671897091648,0.39754096609224,0.4551587786619,0.46312030845107,0.24768269655229,0.29815572456918,0.41201551498531,0.63735614274882,0.8,0.9159484279289,0.93196998136512,0.49842953089734,0.6,0.82912816565367,"13,26",0.765,0.7,2,motivation,0.93196998136512,1,2.0123712216789,0.64215617877407,0.53760447148365,0,0.6001996711573,Perturbativ,"{'kognition': 0.31671897091648, 'sozial': 0.39754096609224, 'affektiv': 0.4551587786619, 'motivation': 0.46312030845107, 'methodik': 0.24768269655229, 'performanz': 0.29815572456918, 'regulation': 0.41201551498531}",2.0123712216789,0.9999999995030745,mittlere Dichte,2025-11-10T15:35:00,0.31671897091648,0.39754096609224,0.4551587786619,0.46312030845107,0.24768269655229,0.29815572456918,0.41201551498531,2025-11-10
11,217,68,230,2,1,2025-11-17 15:35:00,0.4018255330502,0.37391025785763,0.42627229181256,0.44206288063964,0.39819433504998,0.31686579910555,0.25027392722686,0.73529210198904,0.68421052631579,0.78002671230796,0.80892157909798,0.72864744904713,0.57982606954857,0.4579710020585,"23,9,25",0.31666666666667,0.66666666666667,3,motivation,0.80892157909798,1,1.8298789925213,0.3307659843286,0.043945758663509,1,0.74414811049416,Transformativ,"{'kognition': 0.4018255330502, 'sozial': 0.37391025785763, 'affektiv': 0.42627229181256, 'motivation': 0.44206288063964, 'methodik': 0.39819433504998, 'performanz': 0.31686579910555, 'regulation': 0.25027392722686}",1.8298789925213,0.9999999994535179,mittlere Dichte,2025-11-17T15:35:00,0.4018255330502,0.37391025785763,0.42627229181256,0.44206288063964,0.39819433504998,0.31686579910555,0.25027392722686,2025-11-17
315,218,69,0,43,1,2025-11-17 17:10:00,0.26431987366218,0.38009623498124,0.50478262742748,0.44583828252115,0.35794373978455,0.26781961057368,0.36363926611508,0.58297872340426,0.83833279265007,1.1133386516007,0.98333216185293,0.78947368421053,0.5906976744186,0.80203562525296,"5,3",0.86,0.45,2,affektiv,1.1133386516007,1,2.2055803639079,0.36270445116784,0.19320914222901,1,0.71708240790396,Transformativ,"{'kognition': 0.26431987366218, 'sozial': 0.38009623498124, 'affektiv': 0.50478262742748, 'motivation': 0.44583828252115, 'methodik': 0.35794373978455, 'performanz': 0.26781961057368, 'regulation': 0.36363926611508}",2.2055803639079,0.9999999995466025,Verdichtung / hohe Dichte,2025-11-17T17:10:00,0.26431987366218,0.38009623498124,0.50478262742748,0.44583828252115,0.35794373978455,0.26781961057368,0.36363926611508,2025-11-17
12,228,71,240,2,1,2025-11-24 15:35:00,0.39991106495807,0.31712917238805,0.45318311117981,0.40260495753663,0.26979646009133,0.40783185827759,0.36457864535598,0.88936170212766,0.70526315789474,1.0078333370862,0.8953526463624,0.6,0.90697674418605,0.81078597969573,3,0.92,0.5,1,affektiv,1.0078333370862,1,2.2238987106321,0.57584979045915,0.39401971811081,1,0.62807772391703,Perturbativ,"{'kognition': 0.39991106495807, 'sozial': 0.31712917238805, 'affektiv': 0.45318311117981, 'motivation': 0.40260495753663, 'methodik': 0.26979646009133, 'performanz': 0.40783185827759, 'regulation': 0.36457864535598}",2.2238987106321,0.9999999995503386,Verdichtung / hohe Dichte,2025-11-24T15:35:00,0.39991106495807,0.31712917238805,0.45318311117981,0.40260495753663,0.26979646009133,0.40783185827759,0.36457864535598,2025-11-24
316,226,71,238,43,1,2025-11-24 15:35:00,0.29594409216094,0.39459212288125,0.40691858510282,0.40830510273342,0.43612813581612,0.29594409216094,0.38291996752976,0.6,0.8,0.82499079227749,0.82780183193124,0.88421052631579,0.6,0.7763357559877,2,0.7,0.3,1,methodik,0.88421052631579,1,2.0274099588302,0.3446960750352,-0.17817040507772,1,0.73760438523905,Transformativ,"{'kognition': 0.29594409216094, 'sozial': 0.39459212288125, 'affektiv': 0.40691858510282, 'motivation': 0.40830510273342, 'methodik': 0.43612813581612, 'performanz': 0.29594409216094, 'regulation': 0.38291996752976}",2.0274099588302,0.9999999995067617,mittlere Dichte,2025-11-24T15:35:00,0.29594409216094,0.39459212288125,0.40691858510282,0.40830510273342,0.43612813581612,0.29594409216094,0.38291996752976,2025-11-24
317,227,71,239,43,1,2025-11-24 15:35:00,0.29594409216094,0.39459212288125,0.40691858510282,0.40830510273342,0.43612813581612,0.29594409216094,0.38291996752976,0.6,0.8,0.82499079227749,0.82780183193124,0.88421052631579,0.6,0.7763357559877,2,0.7,0.3,1,methodik,0.88421052631579,1,2.0274099588302,0.0,0.0,0,0.98907640497121,Homöostatisch (resilient),"{'kognition': 0.29594409216094, 'sozial': 0.39459212288125, 'affektiv': 0.40691858510282, 'motivation': 0.40830510273342, 'methodik': 0.43612813581612, 'performanz': 0.29594409216094, 'regulation': 0.38291996752976}",2.0274099588302,0.9999999995067617,mittlere Dichte,2025-11-24T15:35:00,0.29594409216094,0.39459212288125,0.40691858510282,0.40830510273342,0.43612813581612,0.29594409216094,0.38291996752976,2025-11-24
15,283,86,281,2,1,2025-12-08 15:35:00,0.40686550304718,0.27250895612572,0.37927883754492,0.3336010810477,0.37674852378982,0.47325121875392,0.37302955127353,0.79574468085106,0.53297109412633,0.74179087505667,0.652454641108,0.73684210526316,0.92558139534884,0.72956856504924,"8,2",0.76,0.4,2,performanz,0.92558139534884,1,1.9557929450507,0.7809672375429,0.29314065989745,1,0.55757515913021,Perturbativ,"{'kognition': 0.40686550304718, 'sozial': 0.27250895612572, 'affektiv': 0.37927883754492, 'motivation': 0.3336010810477, 'methodik': 0.37674852378982, 'performanz': 0.47325121875392, 'regulation': 0.37302955127353}",1.9557929450507,0.9999999994886973,mittlere Dichte,2025-12-08T15:35:00,0.40686550304718,0.27250895612572,0.37927883754492,0.3336010810477,0.37674852378982,0.47325121875392,0.37302955127353,2025-12-08
318,284,86,282,43,1,2025-12-08 15:35:00,0.31688039614832,0.35998890288861,0.42937210492831,0.43202485261599,0.39283325363533,0.30650234131037,0.38823610767463,0.72621258243348,0.82500676593375,0.98401614279395,0.99009559350225,0.90027800727291,0.7024286119004,0.88974246995182,"5,28,2",0.7,0.35,3,motivation,0.99009559350225,1,2.2917561040181,0.30297549193134,0.26434614518792,1,0.76090331947085,Transformativ,"{'kognition': 0.31688039614832, 'sozial': 0.35998890288861, 'affektiv': 0.42937210492831, 'motivation': 0.43202485261599, 'methodik': 0.39283325363533, 'performanz': 0.30650234131037, 'regulation': 0.38823610767463}",2.2917561040181,0.9999999995636508,Verdichtung / hohe Dichte,2025-12-08T15:35:00,0.31688039614832,0.35998890288861,0.42937210492831,0.43202485261599,0.39283325363533,0.30650234131037,0.38823610767463,2025-12-08
319,285,86,283,43,1,2025-12-08 15:35:00,0.31688039614832,0.35998890288861,0.42937210492831,0.43202485261599,0.39283325363533,0.30650234131037,0.38823610767463,0.72621258243348,0.82500676593375,0.98401614279395,0.99009559350225,0.90027800727291,0.7024286119004,0.88974246995182,"5,28,2",0.7,0.35,3,motivation,0.99009559350225,1,2.2917561040181,0.0,0.0,0,0.98887327735455,Homöostatisch (resilient),"{'kognition': 0.31688039614832, 'sozial': 0.35998890288861, 'affektiv': 0.42937210492831, 'motivation': 0.43202485261599, 'methodik': 0.39283325363533, 'performanz': 0.30650234131037, 'regulation': 0.38823610767463}",2.2917561040181,0.9999999995636508,Verdichtung / hohe Dichte,2025-12-08T15:35:00,0.31688039614832,0.35998890288861,0.42937210492831,0.43202485261599,0.39283325363533,0.30650234131037,0.38823610767463,2025-12-08
320,316,93,303,43,1,2026-01-12 15:35:00,0.28076930040504,0.40287475388405,0.4054798871288,0.41485358110655,0.41903830808865,0.30534748231015,0.39180723642246,0.62527163975238,0.89719979218709,0.90300140914939,0.92387657247937,0.93319593573682,0.68000711147159,0.87255249356431,"5,28,23,4,13",0.776,0.55,5,methodik,0.93319593573682,1,2.2269943279753,0.16802101578592,-0.064761776042844,1,0.846270534326,Koordinativ,"{'kognition': 0.28076930040504, 'sozial': 0.40287475388405, 'affektiv': 0.4054798871288, 'motivation': 0.41485358110655, 'methodik': 0.41903830808865, 'performanz': 0.30534748231015, 'regulation': 0.39180723642246}",2.2269943279753,0.999999999550967,Verdichtung / hohe Dichte,2026-01-12T15:35:00,0.28076930040504,0.40287475388405,0.4054798871288,0.41485358110655,0.41903830808865,0.30534748231015,0.39180723642246,2026-01-12
17,325,96,311,2,1,2026-01-19 15:35:00,0.33507402781512,0.49284003522168,0.28566549281998,0.2281993763276,0.4551009842547,0.49195686732914,0.24902991752273,0.47234042553191,0.69473684210526,0.40269119429579,0.32168351341205,0.64153761473111,0.69349187572904,0.3510474923403,25,-0.6,0.7,1,sozial,0.69473684210526,1,1.4096599138906,0.46682781181585,0.099409724180187,1,0.6713631318059,Transformativ,"{'kognition': 0.33507402781512, 'sozial': 0.49284003522168, 'affektiv': 0.28566549281998, 'motivation': 0.2281993763276, 'methodik': 0.4551009842547, 'performanz': 0.49195686732914, 'regulation': 0.24902991752273}",1.4096599138906,0.9999999992906088,Leerstelle / geringe Dichte,2026-01-19T15:35:00,0.33507402781512,0.49284003522168,0.28566549281998,0.2281993763276,0.4551009842547,0.49195686732914,0.24902991752273,2026-01-19
321,324,96,310,43,1,2026-01-19 15:35:00,0.33479244749341,0.42889772221964,0.41816353662724,0.3872804137716,0.34304485050414,0.38599483760167,0.3353238938167,0.79378371325898,1.0169047393416,0.99145427962503,0.91823124212547,0.81334993452297,0.91518317627607,0.79504375791966,"5,28,1,13,7,2",0.78,0.475,6,sozial,1.0169047393416,1,2.3709725797797,0.3553305825651,0.14397825180436,1,0.73380917556891,Transformativ,"{'kognition': 0.33479244749341, 'sozial': 0.42889772221964, 'affektiv': 0.41816353662724, 'motivation': 0.3872804137716, 'methodik': 0.34304485050414, 'performanz': 0.38599483760167, 'regulation': 0.3353238938167}",2.3709725797797,0.9999999995782334,Verdichtung / hohe Dichte,2026-01-19T15:35:00,0.33479244749341,0.42889772221964,0.41816353662724,0.3872804137716,0.34304485050414,0.38599483760167,0.3353238938167,2026-01-19
19,336,101,322,2,1,2026-02-02 15:35:00,0.39706025091533,0.2806290495191,0.51887850603037,0.43579385593253,0.28672968103039,0.41243106519314,0.22831121334912,0.68510638297872,0.48421052631579,0.89529731483416,0.75193916206423,0.49473684210526,0.71162790697674,0.39393887756459,"10,13",0.88,0.725,2,affektiv,0.89529731483416,1,1.7254469088817,0.7231314257912,-0.40589792619937,1,0.57132874221143,Perturbativ,"{'kognition': 0.39706025091533, 'sozial': 0.2806290495191, 'affektiv': 0.51887850603037, 'motivation': 0.43579385593253, 'methodik': 0.28672968103039, 'performanz': 0.41243106519314, 'regulation': 0.22831121334912}",1.7254469088817,0.9999999994204372,Leerstelle / geringe Dichte,2026-02-02T15:35:00,0.39706025091533,0.2806290495191,0.51887850603037,0.43579385593253,0.28672968103039,0.41243106519314,0.22831121334912,2026-02-02
85,334,101,320,8,1,2026-02-02 15:35:00,0.23041210920866,0.33946058912609,0.42405259007082,0.41705449668816,0.45807578031939,0.246865476879,0.45513265151271,0.34295218250714,0.50526315789474,0.63117238830054,0.62075621960518,0.6818135086465,0.36744186046512,0.67743286888276,"4,26,2",0.73333333333333,0.6,3,methodik,0.6818135086465,1,1.4884295076964,0.18235073099773,-0.0079254238597515,1,0.83335462026538,Koordinativ,"{'kognition': 0.23041210920866, 'sozial': 0.33946058912609, 'affektiv': 0.42405259007082, 'motivation': 0.41705449668816, 'methodik': 0.45807578031939, 'performanz': 0.246865476879, 'regulation': 0.45513265151271}",1.4884295076964,0.9999999993281524,Leerstelle / geringe Dichte,2026-02-02T15:35:00,0.23041210920866,0.33946058912609,0.42405259007082,0.41705449668816,0.45807578031939,0.246865476879,0.45513265151271,2026-02-02
322,335,101,321,43,1,2026-02-02 15:35:00,0.30437533835057,0.41382070404121,0.39333643069795,0.40458440600927,0.41651362090077,0.30437533835057,0.3893302518483,0.6,0.81574421820848,0.77536458668985,0.7975371622453,0.82105263157895,0.6,0.76746740512838,"5,4",0.825,0.575,2,methodik,0.82105263157895,1,1.9712503744458,0.4893257815409,-0.39972220533384,1,0.66780500858033,Transformativ,"{'kognition': 0.30437533835057, 'sozial': 0.41382070404121, 'affektiv': 0.39333643069795, 'motivation': 0.40458440600927, 'methodik': 0.41651362090077, 'performanz': 0.30437533835057, 'regulation': 0.3893302518483}",1.9712503744458,0.9999999994927093,mittlere Dichte,2026-02-02T15:35:00,0.30437533835057,0.41382070404121,0.39333643069795,0.40458440600927,0.41651362090077,0.30437533835057,0.3893302518483,2026-02-02
142,2,98,27,12,2,2025-09-08 17:10:00,0.35979819326939,0.35979819326939,0.3929051623094,0.41369325914847,0.35979819326939,0.36749748839497,0.38867054999033,1.0,1.0,1.0920153843441,1.1497924861416,1.0,1.0213989265917,1.0802459747187,1,0.9,0.6,1,motivation,1.1497924861416,1,2.7793358008651,0.0,0.0,0,0.99701599529741,Homöostatisch (resilient),"{'kognition': 0.35979819326939, 'sozial': 0.35979819326939, 'affektiv': 0.3929051623094, 'motivation': 0.41369325914847, 'methodik': 0.35979819326939, 'performanz': 0.36749748839497, 'regulation': 0.38867054999033}",2.7793358008651,0.9999999996402038,Verdichtung / hohe Dichte,2025-09-08T17:10:00,0.35979819326939,0.35979819326939,0.3929051623094,0.41369325914847,0.35979819326939,0.36749748839497,0.38867054999033,2025-09-08
175,4,98,14,16,2,2025-09-08 17:10:00,0.27211265129446,0.37705012178935,0.46871166893298,0.46756202592052,0.42622173949022,0.27911502522069,0.29310896359357,0.58494733720476,0.81052631578947,1.0075666873807,1.0050953556889,0.91622815178773,0.6,0.63008208897781,23,0.75,0.6,1,affektiv,1.0075666873807,1,2.1496513820655,0.0,0.0,0,0.97039046032323,Homöostatisch (resilient),"{'kognition': 0.27211265129446, 'sozial': 0.37705012178935, 'affektiv': 0.46871166893298, 'motivation': 0.46756202592052, 'methodik': 0.42622173949022, 'performanz': 0.27911502522069, 'regulation': 0.29310896359357}",2.1496513820655,0.9999999995348083,Verdichtung / hohe Dichte,2025-09-08T17:10:00,0.27211265129446,0.37705012178935,0.46871166893298,0.46756202592052,0.42622173949022,0.27911502522069,0.29310896359357,2025-09-08
235,3,98,36,20,2,2025-09-08 17:10:00,0.31629415624845,0.30561330343947,0.42686255197004,0.4344978022965,0.4492022476417,0.32351761476725,0.35932190270656,0.7081229405978,0.68421052631579,0.95566471767082,0.97275860260849,1.0056790814476,0.72429490137092,0.80445394686931,"6,23,2",0.76666666666667,0.46666666666667,3,methodik,1.0056790814476,1,2.238811328924,0.0,0.0,0,0.98388150903577,Homöostatisch (resilient),"{'kognition': 0.31629415624845, 'sozial': 0.30561330343947, 'affektiv': 0.42686255197004, 'motivation': 0.4344978022965, 'methodik': 0.4492022476417, 'performanz': 0.32351761476725, 'regulation': 0.35932190270656}",2.238811328924,0.9999999995533383,Verdichtung / hohe Dichte,2025-09-08T17:10:00,0.31629415624845,0.30561330343947,0.42686255197004,0.4344978022965,0.4492022476417,0.32351761476725,0.35932190270656,2025-09-08
