lag,match_type,lehrkraft_id,gruppe_id,teilnehmer_id,teacher_date,participant_time,teacher_dominante_dimension,participant_dominante_dimension,dominanz_match,teacher_dominante_dimension_wert,participant_dominante_dimension_wert,teacher_polaritaet_gesamt,participant_polaritaet_gesamt,polaritaet_match
2,same_or_following_session,18,0,8,2025-10-23,2025-11-06T15:34:29,performanz,sozial,0,0.49496881975663665,0.70952380952381,1,1,1
0,same_or_following_session,18,0,8,2025-10-30,2025-11-06T15:34:11,kognition,methodik,0,0.6005605737316734,1.0,1,1,1
1,same_or_following_session,18,0,8,2025-10-30,2025-11-06T15:34:29,kognition,sozial,0,0.6005605737316734,0.70952380952381,1,1,1
0,same_or_following_session,18,0,8,2025-11-06,2025-11-06T15:34:11,kognition,methodik,0,0.5444136699518867,1.0,1,1,1
1,same_or_following_session,18,0,8,2025-11-06,2025-11-06T15:34:29,kognition,sozial,0,0.5444136699518867,0.70952380952381,1,1,1
0,same_or_following_session,23,1,16,2026-01-13,2026-01-19T15:35:00,performanz,sozial,0,0.507115387365345,0.69473684210526,1,1,1
1,same_or_following_session,23,1,16,2026-01-13,2026-01-19T15:35:00,performanz,sozial,0,0.507115387365345,0.96521739130435,1,1,1
2,same_or_following_session,23,1,16,2026-01-13,2026-02-02T15:35:00,performanz,affektiv,0,0.507115387365345,0.75962162162162,1,1,1
3,same_or_following_session,23,1,16,2026-01-13,2026-02-02T15:35:00,performanz,methodik,0,0.507115387365345,0.82105263157895,1,1,1
0,same_or_following_session,23,1,16,2026-01-20,2026-02-02T15:35:00,kognition,affektiv,0,0.80142126806034,0.75962162162162,1,1,1
1,same_or_following_session,23,1,16,2026-01-20,2026-02-02T15:35:00,kognition,methodik,0,0.80142126806034,0.82105263157895,1,1,1
2,same_or_following_session,23,1,16,2026-01-20,2026-02-02T15:35:00,kognition,methodik,0,0.80142126806034,0.67368421052632,1,1,1
0,same_or_following_session,1,1,2,2025-09-01,2025-09-15T15:35:00,regulation,methodik,0,0.47334668344048597,0.6,1,1,1
1,same_or_following_session,1,1,2,2025-09-01,2025-09-22T15:35:00,regulation,performanz,0,0.47334668344048597,0.71162790697674,1,1,1
2,same_or_following_session,1,1,2,2025-09-01,2025-09-29T15:35:00,regulation,methodik,0,0.47334668344048597,0.71578947368421,1,1,1
3,same_or_following_session,1,1,2,2025-09-01,2025-10-20T15:35:00,regulation,kognition,0,0.47334668344048597,0.88936170212766,1,1,1
0,same_or_following_session,1,1,2,2025-09-15,2025-09-15T15:35:00,kognition,methodik,0,0.47606136982091807,0.6,1,1,1
1,same_or_following_session,1,1,2,2025-09-15,2025-09-22T15:35:00,kognition,performanz,0,0.47606136982091807,0.71162790697674,1,1,1
2,same_or_following_session,1,1,2,2025-09-15,2025-09-29T15:35:00,kognition,methodik,0,0.47606136982091807,0.71578947368421,1,1,1
3,same_or_following_session,1,1,2,2025-09-15,2025-10-20T15:35:00,kognition,kognition,1,0.47606136982091807,0.88936170212766,1,1,1
0,same_or_following_session,1,1,2,2025-09-22,2025-09-22T15:35:00,kognition,performanz,0,0.542894483891774,0.71162790697674,1,1,1
1,same_or_following_session,1,1,2,2025-09-22,2025-09-29T15:35:00,kognition,methodik,0,0.542894483891774,0.71578947368421,1,1,1
2,same_or_following_session,1,1,2,2025-09-22,2025-10-20T15:35:00,kognition,kognition,1,0.542894483891774,0.88936170212766,1,1,1
3,same_or_following_session,1,1,2,2025-09-22,2025-11-03T15:35:00,kognition,sozial,0,0.542894483891774,0.80190476190476,1,1,1
0,same_or_following_session,1,1,2,2025-09-29,2025-09-29T15:35:00,kognition,methodik,0,0.491246327544514,0.71578947368421,1,1,1
1,same_or_following_session,1,1,2,2025-09-29,2025-10-20T15:35:00,kognition,kognition,1,0.491246327544514,0.88936170212766,1,1,1
2,same_or_following_session,1,1,2,2025-09-29,2025-11-03T15:35:00,kognition,sozial,0,0.491246327544514,0.80190476190476,1,1,1
3,same_or_following_session,1,1,2,2025-09-29,2025-11-10T15:35:00,kognition,sozial,0,0.491246327544514,0.8,1,1,1
0,same_or_following_session,12,1,2,2025-10-13,2025-10-20T15:35:00,performanz,kognition,0,0.5168498146454134,0.88936170212766,1,1,1
1,same_or_following_session,12,1,2,2025-10-13,2025-11-03T15:35:00,performanz,sozial,0,0.5168498146454134,0.80190476190476,1,1,1
2,same_or_following_session,12,1,2,2025-10-13,2025-11-10T15:35:00,performanz,sozial,0,0.5168498146454134,0.8,1,1,1
3,same_or_following_session,12,1,2,2025-10-13,2025-11-17T15:35:00,performanz,methodik,0,0.5168498146454134,0.71578947368421,1,1,1
0,same_or_following_session,1,1,2,2025-10-20,2025-10-20T15:35:00,kognition,kognition,1,0.538437439345028,0.88936170212766,1,1,1
1,same_or_following_session,1,1,2,2025-10-20,2025-11-03T15:35:00,kognition,sozial,0,0.538437439345028,0.80190476190476,1,1,1
2,same_or_following_session,1,1,2,2025-10-20,2025-11-10T15:35:00,kognition,sozial,0,0.538437439345028,0.8,1,1,1
3,same_or_following_session,1,1,2,2025-10-20,2025-11-17T15:35:00,kognition,methodik,0,0.538437439345028,0.71578947368421,1,1,1
0,same_or_following_session,1,1,2,2025-10-27,2025-11-03T15:35:00,kognition,sozial,0,0.568836318940935,0.80190476190476,1,1,1
1,same_or_following_session,1,1,2,2025-10-27,2025-11-10T15:35:00,kognition,sozial,0,0.568836318940935,0.8,1,1,1
2,same_or_following_session,1,1,2,2025-10-27,2025-11-17T15:35:00,kognition,methodik,0,0.568836318940935,0.71578947368421,1,1,1
3,same_or_following_session,1,1,2,2025-10-27,2025-11-24T15:35:00,kognition,performanz,0,0.568836318940935,0.90697674418605,1,1,1
0,same_or_following_session,1,1,2,2025-11-03,2025-11-03T15:35:00,kognition,sozial,0,0.471535411487215,0.80190476190476,1,1,1
1,same_or_following_session,1,1,2,2025-11-03,2025-11-10T15:35:00,kognition,sozial,0,0.471535411487215,0.8,1,1,1
2,same_or_following_session,1,1,2,2025-11-03,2025-11-17T15:35:00,kognition,methodik,0,0.471535411487215,0.71578947368421,1,1,1
3,same_or_following_session,1,1,2,2025-11-03,2025-11-24T15:35:00,kognition,performanz,0,0.471535411487215,0.90697674418605,1,1,1
0,same_or_following_session,1,1,2,2025-11-10,2025-11-10T15:35:00,kognition,sozial,0,0.4904148817314425,0.8,1,1,1
1,same_or_following_session,1,1,2,2025-11-10,2025-11-17T15:35:00,kognition,methodik,0,0.4904148817314425,0.71578947368421,1,1,1
2,same_or_following_session,1,1,2,2025-11-10,2025-11-24T15:35:00,kognition,performanz,0,0.4904148817314425,0.90697674418605,1,1,1
3,same_or_following_session,1,1,2,2025-11-10,2025-12-08T15:35:00,kognition,performanz,0,0.4904148817314425,0.92558139534884,1,1,1
0,same_or_following_session,1,1,2,2025-11-17,2025-11-17T15:35:00,kognition,methodik,0,0.35650786870518997,0.71578947368421,1,1,1
1,same_or_following_session,1,1,2,2025-11-17,2025-11-24T15:35:00,kognition,performanz,0,0.35650786870518997,0.90697674418605,1,1,1
2,same_or_following_session,1,1,2,2025-11-17,2025-12-08T15:35:00,kognition,performanz,0,0.35650786870518997,0.92558139534884,1,1,1
3,same_or_following_session,1,1,2,2025-11-17,2026-01-19T15:35:00,kognition,sozial,0,0.35650786870518997,0.69473684210526,1,1,1
0,same_or_following_session,1,1,2,2025-11-24,2025-11-24T15:35:00,performanz,performanz,1,0.48046166777745997,0.90697674418605,1,1,1
1,same_or_following_session,1,1,2,2025-11-24,2025-12-08T15:35:00,performanz,performanz,1,0.48046166777745997,0.92558139534884,1,1,1
2,same_or_following_session,1,1,2,2025-11-24,2026-01-19T15:35:00,performanz,sozial,0,0.48046166777745997,0.69473684210526,1,1,1
3,same_or_following_session,1,1,2,2025-11-24,2026-02-02T15:35:00,performanz,affektiv,0,0.48046166777745997,0.75962162162162,1,1,1
0,same_or_following_session,1,1,2,2025-12-01,2025-12-08T15:35:00,kognition,performanz,0,0.506821211211515,0.92558139534884,1,1,1
1,same_or_following_session,1,1,2,2025-12-01,2026-01-19T15:35:00,kognition,sozial,0,0.506821211211515,0.69473684210526,1,1,1
2,same_or_following_session,1,1,2,2025-12-01,2026-02-02T15:35:00,kognition,affektiv,0,0.506821211211515,0.75962162162162,1,1,1
0,same_or_following_session,1,1,2,2025-12-08,2025-12-08T15:35:00,regulation,performanz,0,0.46772455201136004,0.92558139534884,1,1,1
1,same_or_following_session,1,1,2,2025-12-08,2026-01-19T15:35:00,regulation,sozial,0,0.46772455201136004,0.69473684210526,1,1,1
2,same_or_following_session,1,1,2,2025-12-08,2026-02-02T15:35:00,regulation,affektiv,0,0.46772455201136004,0.75962162162162,1,1,1
0,same_or_following_session,1,1,2,2026-01-19,2026-01-19T15:35:00,performanz,sozial,0,0.480640106544875,0.69473684210526,1,1,1
1,same_or_following_session,1,1,2,2026-01-19,2026-02-02T15:35:00,performanz,affektiv,0,0.480640106544875,0.75962162162162,1,1,1
0,same_or_following_session,1,1,3,2025-09-02,2025-09-15T15:35:00,performanz,methodik,0,0.468059928410365,0.6,1,1,1
1,same_or_following_session,1,1,3,2025-09-02,2025-09-22T15:35:00,performanz,performanz,1,0.468059928410365,0.71162790697674,1,1,1
2,same_or_following_session,1,1,3,2025-09-02,2025-09-29T15:35:00,performanz,methodik,0,0.468059928410365,0.71578947368421,1,1,1
3,same_or_following_session,1,1,3,2025-09-02,2025-10-20T15:35:00,performanz,kognition,0,0.468059928410365,0.88936170212766,1,1,1
0,same_or_following_session,1,1,3,2025-09-09,2025-09-15T15:35:00,kognition,methodik,0,0.483526158225995,0.6,1,1,1
1,same_or_following_session,1,1,3,2025-09-09,2025-09-22T15:35:00,kognition,performanz,0,0.483526158225995,0.71162790697674,1,1,1
2,same_or_following_session,1,1,3,2025-09-09,2025-09-29T15:35:00,kognition,methodik,0,0.483526158225995,0.71578947368421,1,1,1
3,same_or_following_session,1,1,3,2025-09-09,2025-10-20T15:35:00,kognition,kognition,1,0.483526158225995,0.88936170212766,1,1,1
0,same_or_following_session,1,1,3,2025-09-16,2025-09-22T15:35:00,kognition,performanz,0,0.45970165312585803,0.71162790697674,1,1,1
1,same_or_following_session,1,1,3,2025-09-16,2025-09-29T15:35:00,kognition,methodik,0,0.45970165312585803,0.71578947368421,1,1,1
2,same_or_following_session,1,1,3,2025-09-16,2025-10-20T15:35:00,kognition,kognition,1,0.45970165312585803,0.88936170212766,1,1,1
3,same_or_following_session,1,1,3,2025-09-16,2025-10-20T16:43:26,kognition,regulation,0,0.45970165312585803,0.79067901234568,1,1,1
0,same_or_following_session,1,1,3,2025-09-23,2025-09-29T15:35:00,kognition,methodik,0,0.3071652499259825,0.71578947368421,1,1,1
1,same_or_following_session,1,1,3,2025-09-23,2025-10-20T15:35:00,kognition,kognition,1,0.3071652499259825,0.88936170212766,1,1,1
2,same_or_following_session,1,1,3,2025-09-23,2025-10-20T16:43:26,kognition,regulation,0,0.3071652499259825,0.79067901234568,1,1,1
3,same_or_following_session,1,1,3,2025-09-23,2025-10-27T15:35:00,kognition,affektiv,0,0.3071652499259825,0.67765957446809,1,1,1
0,same_or_following_session,1,1,3,2025-09-30,2025-10-20T15:35:00,regulation,kognition,0,0.48634489980713,0.88936170212766,1,1,1
1,same_or_following_session,1,1,3,2025-09-30,2025-10-20T16:43:26,regulation,regulation,1,0.48634489980713,0.79067901234568,1,1,1
2,same_or_following_session,1,1,3,2025-09-30,2025-10-27T15:35:00,regulation,affektiv,0,0.48634489980713,0.67765957446809,1,1,1
3,same_or_following_session,1,1,3,2025-09-30,2025-10-27T16:46:37,regulation,sozial,0,0.48634489980713,0.70695652173913,1,1,1
0,same_or_following_session,1,1,3,2025-10-07,2025-10-20T15:35:00,kognition,kognition,1,0.5200630978133101,0.88936170212766,1,1,1
1,same_or_following_session,1,1,3,2025-10-07,2025-10-20T16:43:26,kognition,regulation,0,0.5200630978133101,0.79067901234568,1,1,1
2,same_or_following_session,1,1,3,2025-10-07,2025-10-27T15:35:00,kognition,affektiv,0,0.5200630978133101,0.67765957446809,1,1,1
3,same_or_following_session,1,1,3,2025-10-07,2025-10-27T16:46:37,kognition,sozial,0,0.5200630978133101,0.70695652173913,1,1,1
0,same_or_following_session,1,1,3,2025-10-21,2025-10-27T15:35:00,kognition,affektiv,0,0.4821695428914375,0.67765957446809,1,1,1
1,same_or_following_session,1,1,3,2025-10-21,2025-10-27T16:46:37,kognition,sozial,0,0.4821695428914375,0.70695652173913,1,1,1
2,same_or_following_session,1,1,3,2025-10-21,2025-11-03T15:35:00,kognition,sozial,0,0.4821695428914375,0.80190476190476,1,1,1
3,same_or_following_session,1,1,3,2025-10-21,2025-11-03T16:55:09,kognition,methodik,0,0.4821695428914375,0.6,1,1,1
0,same_or_following_session,1,1,3,2025-10-28,2025-11-03T15:35:00,kognition,sozial,0,0.4873181174111575,0.80190476190476,1,1,1
1,same_or_following_session,1,1,3,2025-10-28,2025-11-03T16:55:09,kognition,methodik,0,0.4873181174111575,0.6,1,1,1
2,same_or_following_session,1,1,3,2025-10-28,2025-11-03T16:56:05,kognition,sozial,0,0.4873181174111575,0.78857142857143,1,1,1
3,same_or_following_session,1,1,3,2025-10-28,2025-11-03T16:56:09,kognition,sozial,0,0.4873181174111575,0.78857142857143,1,1,1
0,same_or_following_session,1,1,3,2025-11-04,2025-11-10T15:35:00,regulation,sozial,0,0.45806859948712997,0.8,1,1,1
1,same_or_following_session,1,1,3,2025-11-04,2025-11-10T15:35:00,regulation,regulation,1,0.45806859948712997,0.6774,1,1,1
2,same_or_following_session,1,1,3,2025-11-04,2025-11-10T17:01:44,regulation,sozial,0,0.45806859948712997,0.8,1,1,1
