id,rueckkopplung_teilnehmer_id,teilnehmer_id,gruppe_id,zeitpunkt,datum,dominante_dimension,dominante_dimension_wert,dominanz_abs,dominanz_luecke_zur_zweiten_dimension,polaritaet_gesamt,d_semantisch,drift_norm,d_semantisch_delta,dominanzwechsel,stabilitaet,transition_marker,emotion_valenz,emotion_aktivierung,emotion_anzahl,x_kognition,x_sozial,x_affektiv,x_motivation,x_methodik,x_performanz,x_regulation
150,17,13,6,2025-09-10 17:10:00,2025-09-10,affektiv,0.76470588235294,0.76470588235294,0.30941637284511003,1,1.6106967491317,0.0,0.0,0,0.98943075713398,Homöostatisch (resilient),,,0,0.30381988545494,0.31369229363219,0.47476713558304,0.45528950950783,0.37250959868823,0.31475617253501,0.37250959868823
155,13,14,6,2025-09-10 17:10:00,2025-09-10,affektiv,0.9443385030905,0.9443385030905,0.52927549444385,1,2.1303043332717,0.0,0.0,0,0.99216380546406,Homöostatisch (resilient),-0.68333333333333,0.58333333333333,3,0.32160023896912,0.41506300864665,0.44328807292849,0.39720516472718,0.33235577871435,0.37241180781875,0.34766191547983
267,16,22,6,2025-09-10 17:10:00,2025-09-10,methodik,0.99752190503589,0.99752190503589,0.57851911013194,1,1.7446935406347,0.0,0.0,0,0.91287945624827,Homöostatisch (resilient),0.4625,0.6,4,0.05609715293256,0.41654429307668,0.40085733489973,0.39190372051075,0.57174620139951,0.081312792023129,0.41900279490395
88,18,9,7,2025-09-11 15:35:00,2025-09-11,affektiv,0.81472049388855,0.81472049388855,0.42152549642278997,1,1.9489757349156,1.2253783745288,0.4759630740611,1,0.44905936622911,Kollapsiv,0.48066666666667,0.56333333333333,15,0.36033405890099,0.37558135736665,0.41802495478775,0.35673392719302,0.37033166917069,0.36789427844107,0.39319499746576
107,20,10,7,2025-09-11 15:35:00,2025-09-11,sozial,1.0066057835724,1.0066057835724,0.5638544944611801,1,2.1231033085047,0.0,0.0,0,0.93956538961398,Homöostatisch (resilient),0.44444444444444,0.56111111111111,9,0.13531941570375,0.47412002000377,0.4270038233212,0.44275128911122,0.42279715793729,0.21787233354649,0.39027183064856
164,19,15,7,2025-09-11 15:35:00,2025-09-11,sozial,0.79035133326106,0.79035133326106,0.22736642468107005,1,1.3826626500152,0.0,0.0,0,0.93452159985094,Homöostatisch (resilient),-0.31875,0.625,8,0.21235622518697,0.5716154498574,0.25596320786495,0.29561990540049,0.56298490857999,0.39759163787299,-0.014872781089098
108,22,10,8,2025-09-11 17:10:00,2025-09-11,methodik,0.72560699774513,0.72560699774513,0.27882815919639004,1,1.45732637808,1.0174745539951,-0.66577693042466,1,0.49307364589615,Kollapsiv,0.6,0.35,1,0.44677883854874,0.31781342970627,0.29212877313642,0.3117431806195,0.49790287759918,0.38295949077519,0.34970704038911
177,23,16,8,2025-09-11 17:10:00,2025-09-11,methodik,1.0078797944322,1.0078797944322,0.49483862374167,1,1.9491613083235,0.84733670915399,0.36090660579972,1,0.52117702544382,Kollapsiv,0.23333333333333,0.66666666666667,3,0.12492298789811,0.51304117069053,0.38843937964477,0.41544475047787,0.51708382965083,0.2219201342987,0.28474423258964
200,24,17,8,2025-09-11 17:10:00,2025-09-11,motivation,1.1243274595214,1.1243274595214,0.6379754325435198,1,2.2833844350113,0.0,0.0,0,0.93023951321831,Homöostatisch (resilient),0.845,0.5375,4,0.16213334912808,0.39857172556036,0.48635202697788,0.49239516648603,0.43794640281722,0.22873262631174,0.30289667479877
211,21,18,8,2025-09-11 17:10:00,2025-09-11,kognition,1.0,1.0,0.54716715869575,1,2.208320396257,0.0,0.0,0,0.96290339108358,Homöostatisch (resilient),0.7,0.3,1,0.45283284130425,0.26693304329514,0.41841359598201,0.40766888443124,0.20496644395877,0.45283284130425,0.36790825674216
1,32,2,1,2025-09-15 15:35:00,2025-09-15,methodik,0.59884040555183,0.59884040555183,0.16405808186017007,1,1.1051867549698,0.0,0.0,0,0.97459054785876,Homöostatisch (resilient),-0.125,0.50833333333333,6,0.35037883005881,0.43478232369166,0.37960561839588,0.41381740916116,0.54184544134023,0.27850022896985,0.041168812980594
178,34,16,2,2025-09-15 17:10:00,2025-09-15,motivation,0.91811851177393,0.91811851177393,0.46862652277357,1,1.8961874427778,0.38993826404414,-0.052973865545699,1,0.70390429749092,Transformativ,0.66666666666667,0.56666666666667,3,0.23454204483459,0.42189921815228,0.44949198900036,0.48419185286069,0.41758026467075,0.26157471918768,0.29616155753201
236,35,20,2,2025-09-15 17:10:00,2025-09-15,methodik,1.0,1.0,0.59777014615115,1,1.9365727346323,0.43583814044409,-0.30223859429171,0,0.68760620258413,Transformativ,0.2,0.775,2,0.30982569823492,0.40222985384885,0.38552860387876,0.37339828741474,0.51637616372487,0.30982569823492,0.30252981530798
254,33,21,2,2025-09-15 17:10:00,2025-09-15,methodik,1.0,1.0,0.5777117640092,1,2.1187823041854,0.26292026606289,-0.034514166388129,0,0.78148116554812,Koordinativ,0.7,0.3,1,0.33138263324935,0.4222882359908,0.3860080944095,0.27011013148685,0.4719692049309,0.34025686867111,0.38905885932348
284,36,23,2,2025-09-15 17:10:00,2025-09-15,affektiv,0.81882839088493,0.81882839088493,0.37817116256134997,1,1.7181728447873,0.0,0.0,0,0.97899024171804,Homöostatisch (resilient),0.506,0.53,5,0.23691722427987,0.40294254904843,0.47656927700409,0.44065722832358,0.39358514676667,0.24707338894752,0.37981039204118
2,38,2,5,2025-09-17 15:35:00,2025-09-17,kognition,1.0093783456904,1.0093783456904,0.57545137982871,1,2.3174383963938,1.4243705867246,1.212251641424,1,0.41072514107117,Kollapsiv,0.81714285714286,0.56428571428571,7,0.43555778950824,0.34483544692838,0.3700322377118,0.34981180861588,0.30687938500536,0.43392696586169,0.38680511713402
109,37,10,5,2025-09-17 15:35:00,2025-09-17,affektiv,1.0439295027615,1.0439295027615,0.5982966314215101,1,2.3343877232567,1.0561950022539,0.87706134517668,1,0.48056437934689,Kollapsiv,0.31133333333333,0.49,15,0.30141006206097,0.43520377711741,0.44719627845624,0.44563287133999,0.38077961171702,0.2860979524475,0.30713405450477
145,39,12,6,2025-09-17 17:10:00,2025-09-17,regulation,1.0831638617882,1.0831638617882,0.67773033540618,1,2.5252820850552,0.3102657949208,-0.017633889427896,1,0.75704981510854,Transformativ,0.814,0.47,5,0.31486434739106,0.40003134788666,0.39449398658715,0.40543352638202,0.36795705823195,0.31853100330161,0.42892786820509
156,40,14,6,2025-09-17 17:10:00,2025-09-17,affektiv,0.99527873540349,0.99527873540349,0.58789786823753,1,2.3783693557663,0.27747358989495,0.24806502249464,0,0.78023170709521,Koordinativ,0.7875,0.5125,4,0.33717938114495,0.3784352392162,0.41847105562977,0.40738086716596,0.34743488926973,0.38134394121996,0.3686264161578
89,41,9,7,2025-09-18 15:35:00,2025-09-18,regulation,1.0530703645299,1.0530703645299,0.6438083746643599,1,2.2170132673139,0.44443572739107,0.26803753239826,1,0.68160392503271,Transformativ,0.483,0.455,10,0.27479343761995,0.40926198986554,0.36647384953431,0.40102754887241,0.40006986446558,0.27602681484237,0.4749950663718
110,43,10,7,2025-09-18 15:35:00,2025-09-18,sozial,1.0074347072223,1.0074347072223,0.60195102558565,1,2.3636427220109,0.29140999429472,0.029254998754194,1,0.77006006506731,Koordinativ,0.38071428571429,0.53571428571429,14,0.34112304519521,0.42622122938235,0.39814018980803,0.40548368163665,0.34856893200686,0.32215706172116,0.39211277870429
165,42,15,7,2025-09-18 15:35:00,2025-09-18,methodik,0.82105263157895,0.82105263157895,0.40210162869871,1,1.4765560805225,0.37108954664657,0.093893430507377,1,0.70984939637993,Transformativ,,,0,0.25072719593265,0.40635097271843,0.37448030819149,0.36872588265191,0.55605922582522,0.41895100288024,0.10535025218626
201,44,17,8,2025-09-18 17:10:00,2025-09-18,motivation,1.0205361413255,1.0205361413255,0.5566944327452201,1,2.1650451801695,0.17420927793995,-0.1183392548418,0,0.81351231767402,Koordinativ,0.845,0.5875,4,0.18166978499224,0.41326474379714,0.44989256281638,0.47136944309595,0.46384170858028,0.24103352693509,0.3136392484111
223,45,19,8,2025-09-18 17:10:00,2025-09-18,affektiv,0.61339130656453,0.61339130656453,0.17838739675235,1,1.3991474785024,0.0,0.0,0,0.99210918781254,Homöostatisch (resilient),0.7,0.35,3,0.29919604578225,0.30026673347357,0.43840361044905,0.42114251906547,0.43500390981218,0.29883732006198,0.41500689282788
27,50,4,9,2025-09-19 15:35:00,2025-09-19,methodik,0.59563571435941,0.59563571435941,0.11123629261401996,1,0.80718627706462,0.0,0.0,0,0.95062454628228,Homöostatisch (resilient),-0.0375,0.5875,4,-0.14233841697205,0.16675738780847,0.37880692883583,0.48439942174539,0.73791605549534,-0.034245999907132,0.16763461336698
48,46,6,9,2025-09-19 15:35:00,2025-09-19,affektiv,0.60466133018888,0.60466133018888,0.08721721246726999,1,1.0931049956881,0.75769947239515,-0.67104912966974,1,0.5610673278627,Perturbativ,0.88333333333333,0.6,3,0.26082250455587,0.18296504050934,0.55315942386221,0.51744411772161,0.18296504050934,0.30475210055241,0.44543417159778
130,48,11,9,2025-09-19 15:35:00,2025-09-19,motivation,0.84786354886717,0.84786354886717,0.36493619295065,1,1.6683322043636,0.47326680136915,-0.40616335936675,0,0.66767292488996,Transformativ,0.825,0.6,2,0.26295578163729,0.35964060279544,0.48292735591652,0.50821026300478,0.24499977980267,0.32077584164719,0.38352882202244
237,47,20,9,2025-09-19 15:35:00,2025-09-19,methodik,1.0,1.0,0.5896118327646,1,2.0710334111942,0.23519255318903,0.13446067656188,0,0.7987132591993,Koordinativ,0.775,0.525,2,0.28971043946815,0.3761153073797,0.4103881672354,0.38040596153535,0.48285073244691,0.28971043946815,0.38000134725069
294,49,24,9,2025-09-19 15:35:00,2025-09-19,affektiv,0.88076217496772,0.88076217496772,0.43041098973095004,1,1.8844602917365,0.0,0.0,0,0.9682476460161,Homöostatisch (resilient),0.77166666666667,0.50833333333333,6,0.22487052121887,0.34672577501963,0.46738165742337,0.45035118523677,0.41762815606399,0.22325296008173,0.42859948658374
3,51,2,1,2025-09-22 15:35:00,2025-09-22,motivation,0.98189749528827,0.98189749528827,0.5076708574689099,1,2.0565839098903,0.58533517477109,-0.26085448650344,1,0.62309738288248,Perturbativ,0.8025,0.53125,8,0.29173702516666,0.33819623933473,0.47422663781936,0.47744100792036,0.33062699063322,0.35037366151356,0.33999423700294
151,53,13,2,2025-09-22 17:10:00,2025-09-22,methodik,1.0,1.0,0.5679585566258001,1,2.2503152028846,0.67182344518988,0.63961845375286,1,0.58960580001319,Perturbativ,0.8,0.4625,4,0.25528338612951,0.31837827166191,0.42833503988529,0.4320414433742,0.4443821906699,0.31262176251367,0.41003299262735
179,52,16,2,2025-09-22 17:10:00,2025-09-22,methodik,0.91598370678295,0.91598370678295,0.47939657250261003,1,1.9881899288154,0.37058139410416,0.092002486037624,1,0.70606579855506,Transformativ,0.75,0.6,1,0.19489434455408,0.40767046630436,0.43658713428034,0.40584420097255,0.46071237614004,0.19416983550649,0.43651497629141
238,55,20,2,2025-09-22 17:10:00,2025-09-22,sozial,0.89473684210526,0.89473684210526,0.4860981796338801,1,2.0092387396844,0.32899440793736,-0.061794671509839,1,0.74906020069861,Transformativ,0.7,0.3,1,0.34944959270261,0.44531136294958,0.35671288443526,0.32170360344677,0.40863866247138,0.35880765085815,0.39130166626154
255,54,21,2,2025-09-22 17:10:00,2025-09-22,affektiv,1.0981917941931,1.0981917941931,0.6996182322045101,1,2.4828967799582,0.55976066296582,0.36411447577284,1,0.63818014568757,Perturbativ,0.75,0.6,1,0.34188376166986,0.36036006368334,0.44230263723218,0.39857356198859,0.36845021153048,0.33531725761615,0.38803400411846
285,56,23,2,2025-09-22 17:10:00,2025-09-22,affektiv,0.77822641248456,0.77822641248456,0.35673391226255,1,1.6902948723366,0.24818790518816,-0.027877972450774,0,0.79694963087486,Koordinativ,0.78833333333333,0.51666666666667,6,0.35801223787826,0.37360636624623,0.46040866878356,0.42149250022201,0.35797389505435,0.29993390631618,0.3528566163664
180,57,16,3,2025-09-23 15:35:00,2025-09-23,affektiv,1.0916562133373,1.0916562133373,0.69838778393572,1,2.7414878814599,0.9876040215096,0.75329795264453,1,0.5028225486163,Kollapsiv,0.81857142857143,0.60714285714286,7,0.36908867005462,0.36947708635926,0.39819844556736,0.39326842940158,0.36633598059132,0.36598133961752,0.381960448637
74,59,8,4,2025-09-23 17:10:00,2025-09-23,methodik,0.56842105263158,0.56842105263158,0.07653673036130004,1,0.95236100179834,0.39845370090747,0.10899449432789,1,0.70367534498751,Transformativ,-0.1,0.3,3,0.43341333405502,0.09947576793558,0.2765131538261,0.49188432227028,0.59685460761348,0.25127264991913,0.25391804464418
90,58,9,4,2025-09-23 17:10:00,2025-09-23,methodik,0.81378729645951,0.81378729645951,0.33403941842290996,1,1.4469591342681,0.94341802789647,-0.77005413304579,1,0.50754465470572,Kollapsiv,0.67454545454545,0.48636363636364,11,0.36377111636007,0.4797478780366,0.33864180391392,0.2695145575769,0.56241207966715,0.21156079520419,0.29854792163473
295,60,24,4,2025-09-23 17:10:00,2025-09-23,methodik,1.0024838432889,1.0024838432889,0.5774433629032001,1,2.2538773183781,0.55488776782194,0.3694170266416,1,0.63971892417002,Perturbativ,0.796,0.58,5,0.352715269122,0.360573934236,0.4250404803857,0.37297472658449,0.44478190302102,0.3213275894722,0.35316633240175
28,63,4,5,2025-09-24 15:35:00,2025-09-24,affektiv,0.90396120703316,0.90396120703316,0.36490719411759,1,1.5227273307688,1.1062146984206,0.7155410537042,1,0.46161036599405,Kollapsiv,0.814,0.47,5,0.12009639900134,0.34755378683219,0.59364614279505,0.53905401291557,0.18435207215135,0.26994587989377,0.33901590319356
49,62,6,5,2025-09-24 15:35:00,2025-09-24,motivation,0.79642067406479,0.79642067406479,0.36307157082491,1,1.8072727763471,0.81138740914563,0.714167780659,1,0.55004623248929,Kollapsiv,0.8175,0.55,4,0.33939594667728,0.33199194251172,0.43334910323988,0.44067541106543,0.33528261102974,0.34296083757181,0.40319835294346
111,61,10,5,2025-09-24 15:35:00,2025-09-24,regulation,1.0256553656996,1.0256553656996,0.6373810826700599,1,2.5951488813072,0.37885173050971,0.23150615929634,1,0.72406354791012,Transformativ,0.38888888888889,0.53333333333333,18,0.38792267980461,0.38827428302954,0.34381476191567,0.35501325758494,0.38614621219878,0.38627468917892,0.3952202406159
65,64,7,6,2025-09-24 17:10:00,2025-09-24,sozial,0.73684210526316,0.73684210526316,0.32300381488198,1,1.6287371332943,0.66595532019747,-0.026590169604042,1,0.5984530984799,Perturbativ,-0.15,0.51666666666667,3,0.36838356992454,0.45240087534592,0.36701474935704,0.36922176830006,0.30305756263642,0.41383829038118,0.35425475985365
152,67,13,6,2025-09-24 17:10:00,2025-09-24,affektiv,0.92076908436234,0.92076908436234,0.47617460373195,1,1.9557198993096,0.38300568568871,-0.29459530357495,1,0.71636504515922,Transformativ,0.8125,0.5,4,0.30679239900612,0.34461543471189,0.47080826053699,0.44459448063039,0.36061562690193,0.31274602499684,0.37408588336596
157,65,14,6,2025-09-24 17:10:00,2025-09-24,affektiv,1.092794828748,1.092794828748,0.6679018757684001,1,2.5326752532123,0.30803428478458,0.15430589744597,0,0.75374208336338,Transformativ,0.78,0.51,5,0.27576148281532,0.39865259342769,0.43147846409857,0.4248929529796,0.39611047032794,0.31300091193941,0.37874919340942
268,66,22,6,2025-09-24 17:10:00,2025-09-24,methodik,0.89288809778904,0.89288809778904,0.43124099613947997,1,1.5358766767669,0.35284738191792,-0.20881686386782,0,0.70309341472412,Transformativ,0.78857142857143,0.55714285714286,7,0.093889054687919,0.46164710164956,0.41433384834032,0.43190396288317,0.5813540310328,0.11028860584524,0.26404003604401
91,68,9,7,2025-09-25 15:35:00,2025-09-25,kognition,0.86483550124824,0.86483550124824,0.43107506714994004,1,1.6325755072217,0.57331651200303,0.1856163729536,1,0.62290079382817,Perturbativ,-0.0094117647058823,0.52352941176471,17,0.52973690766087,0.4337604340983,0.36586558790881,0.26934159156478,0.36776937131066,0.4046427692179,0.16074231157541
112,70,10,7,2025-09-25 15:35:00,2025-09-25,motivation,1.0359581911282,1.0359581911282,0.6306254826506001,1,2.5394500413035,0.34971285254877,-0.055698840003721,1,0.73564281171191,Transformativ,0.23454545454545,0.45454545454545,11,0.39718862112814,0.39551943503457,0.4053327084776,0.40794588350655,0.30815791144151,0.39467970603057,0.32304451365191
166,69,15,7,2025-09-25 15:35:00,2025-09-25,affektiv,0.96295735312518,0.96295735312518,0.49418744333794007,1,1.9984695722644,0.86634837328439,0.52191349174185,1,0.51965795257553,Kollapsiv,0.46,0.39,5,0.16049965094324,0.45499909536765,0.48184739262867,0.46876990978724,0.39445812094349,0.20273285529038,0.34437730233497
181,72,16,8,2025-09-25 17:10:00,2025-09-25,affektiv,1.0956114697844,1.0956114697844,0.6832454344055799,1,2.5946788135876,0.25701725338716,-0.14680906787231,0,0.7897774973712,Koordinativ,0.80454545454545,0.53636363636364,11,0.3110011986834,0.39430551783729,0.42225321439583,0.41236603537882,0.38655679729998,0.33982000590761,0.3668161584421
202,74,17,8,2025-09-25 17:10:00,2025-09-25,methodik,1.0058342389583,1.0058342389583,0.5418042146450999,1,1.5968996831858,0.90140884971531,-0.56814549698374,1,0.49168424292929,Kollapsiv,0.825,0.64166666666667,6,-0.043273400751603,0.3853776839742,0.4045127345493,0.4640300243132,0.62986689077541,-0.0015689292833696,0.27188651073344
212,71,18,8,2025-09-25 17:10:00,2025-09-25,affektiv,0.96742142009334,0.96742142009334,0.5534605970041,1,2.278321820589,0.29675543585128,0.07000142433202,1,0.76188351447542,Koordinativ,0.92,0.5,1,0.39035824250122,0.35113564397239,0.42462017917145,0.41396082308924,0.24949111545407,0.39808982892219,0.38979098626248
224,73,19,8,2025-09-25 17:10:00,2025-09-25,motivation,0.85475485979095,0.85475485979095,0.4251449502628,1,1.9767237397845,0.63312123348843,0.57757626128209,1,0.60901393114429,Perturbativ,0.7,0.35,3,0.35516426222441,0.32007297633923,0.42960990952815,0.43240987202983,0.30766765746283,0.3649524868146,0.41475168326323
29,75,4,9,2025-09-26 15:35:00,2025-09-26,sozial,0.60986222596566,0.60986222596566,0.11984152900689998,1,1.11778187067,0.64601890986184,-0.40494546009877,1,0.60266915604842,Perturbativ,0.8,0.4,1,0.26267828162029,0.54560039075824,0.49002069695876,0.2824257645341,0.28251439899665,0.32040198893961,0.36188936997749
239,76,20,9,2025-09-26 15:35:00,2025-09-26,methodik,1.0073068571077,1.0073068571077,0.61041193162737,1,2.0083637330799,0.31827678855773,-0.00087500660451445,1,0.7496523766236,Transformativ,0.15,0.7,2,0.31592133512498,0.38785173980346,0.36863457693661,0.39689492548033,0.50155598809852,0.29875066444321,0.33990783318486
296,77,24,9,2025-09-26 17:10:00,2025-09-26,regulation,0.99002814996588,0.99002814996588,0.57649007252773,1,2.2868753355182,0.33934393990268,0.032998017140042,1,0.741397239667,Transformativ,0.7,0.475,4,0.30362907647769,0.40279170821106,0.41353807743815,0.3863126131994,0.34198027808408,0.3477773007045,0.4329174110003
4,79,2,1,2025-09-29 15:35:00,2025-09-29,methodik,0.72924750328191,0.72924750328191,0.26686333916464,1,1.4770822521597,0.75909950365731,-0.57950165773067,1,0.55803758580245,Perturbativ,0.175,0.75,2,0.24226096398411,0.39195337103443,0.46238416411727,0.46002275864107,0.49370812066963,0.13540207363007,0.31651334135799
182,82,16,2,2025-09-29 17:10:00,2025-09-29,affektiv,1.0891943011192,1.0891943011192,0.67464080109835,1,2.5907388630459,0.011120540014795,-0.003939950541715,0,0.98021498578333,Homöostatisch (resilient),0.76111111111111,0.53888888888889,9,0.31011018448355,0.39231076066617,0.42041840504846,0.41455350002085,0.3868867956079,0.34142167349813,0.3675153715698
240,81,20,2,2025-09-29 17:10:00,2025-09-29,methodik,1.0,1.0,0.60068579304853,1,2.1015570323636,0.16114303456943,0.093193299283756,0,0.84856158041169,Koordinativ,0.725,0.35,2,0.28550260139249,0.3866888651837,0.39883529906118,0.39931420695147,0.47583766898749,0.28550260139249,0.37749878265971
256,80,21,2,2025-09-29 17:10:00,2025-09-29,sozial,1.0,1.0,0.58804053644217,1,2.3422691873085,0.2670284292625,-0.14062759264971,1,0.78316101629762,Koordinativ,0.9,0.6,1,0.29249686005283,0.42693641063611,0.41195946355783,0.40389266574205,0.38199573583231,0.34940825859267,0.362386711755
286,83,23,2,2025-09-29 17:10:00,2025-09-29,motivation,0.72137779169496,0.72137779169496,0.27896231561359,1,1.619268985113,0.25344535423681,-0.071025887223598,1,0.78767477708121,Koordinativ,0.825,0.5875,4,0.2700084225357,0.38605544105962,0.43256077864537,0.44549596014102,0.3753869067056,0.23629300883936,0.44241547608137
22,84,3,3,2025-09-30 15:35:00,2025-09-30,methodik,0.89640363030944,0.89640363030944,0.47390236002014,1,1.939149544444,0.68211735565509,-0.57592812008985,1,0.58903322012994,Perturbativ,-0.7875,0.55,4,0.25674777976525,0.40169535673573,0.38755698447739,0.4225012702893,0.46226637466694,0.30980077074933,0.36653370733577
37,89,5,4,2025-09-30 17:10:00,2025-09-30,motivation,0.95026267840685,0.95026267840685,0.49698167712083996,1,2.0510336568058,0.75479476594295,0.63183478527933,0,0.5647431731491,Perturbativ,0.83571428571429,0.59285714285714,7,0.33989582387242,0.31293775632554,0.45328100128601,0.46330915867244,0.29478361457556,0.34998302888284,0.39627799086003
66,85,7,4,2025-09-30 17:10:00,2025-09-30,methodik,0.78947368421053,0.78947368421053,0.32149647756843,1,1.5367178689372,0.55447359650873,-0.092019264357105,1,0.63424333937122,Perturbativ,0.36,0.45,3,0.4679772066421,0.25344514554675,0.34757652474565,0.41925324235071,0.51374015989206,0.31024893894101,0.24494246913304
75,87,8,4,2025-09-30 17:10:00,2025-09-30,kognition,0.69406008405164,0.69406008405164,0.27971744179207,1,1.3989598873013,0.63513632174051,0.44659888550295,1,0.60818634533271,Perturbativ,0.75,0.6,1,0.49612579306645,0.28592671122666,0.3094285408046,0.31549295829038,0.39869365716569,0.38234385803565,0.41434264225957
92,86,9,4,2025-09-30 17:10:00,2025-09-30,affektiv,0.72039615026556,0.72039615026556,0.17005489297974008,1,1.1050377419503,1.0505002463776,-0.52753776527144,1,0.47088570279969,Kollapsiv,-0.402,0.59,10,0.3658294223233,0.047628761355111,0.65191995012064,0.55034125728582,0.32193825642134,0.16024398249698,-0.081870857660967
297,88,24,4,2025-09-30 17:10:00,2025-09-30,affektiv,0.87856840866215,0.87856840866215,0.47667635188966,1,1.957708308126,0.38485138146384,-0.32916702739213,1,0.71906881056743,Transformativ,0.785,0.55,2,0.31484200925631,0.38349335935739,0.44877390802635,0.40189205677249,0.37263718651822,0.35399719793973,0.35597698909785
