teilnehmer_feedback_id,teilnehmer_ue_id,teilnehmer_id,gruppe_id,erfasst_am,teilnehmer_datum,mitarbeit,absprachen,selbststaendigkeit,konzentration,fleiss,lernfortschritt,beherrscht_thema,transferdenken,basiswissen,vorbereitet,themenauswahl,materialien,methodenvielfalt,individualisierung,aufforderung,zielgruppen,emotions,bemerkungen,id_mtr_rueckkopplung_datenmaske,datum,satzanzahl,mean_kognition,mean_sozial,mean_affektiv,mean_motivation,mean_methodik,mean_performanz,mean_regulation,var_kognition,var_sozial,var_affektiv,var_motivation,var_methodik,var_performanz,var_regulation,d_semantisch_mean,d_semantisch_std,semantische_breite,dominanz_breite,x_kognition,x_sozial,x_affektiv,x_motivation,x_methodik,x_performanz,x_regulation,dominante_dimension,dominante_dimension_wert,polaritaet_gesamt,d_semantisch,token_anzahl,funktionsklassen_anzahl_gesamt,tn_belastung_mean,tn_belastung_std,tn_state_norm,teilnehmer_drift,emotion_count,emotion_valenz_mean,emotion_valenz_std,emotion_aktivierung_mean,emotion_ambivalenz,lehrkraft_varianz_mean,lehrkraft_varianz_max,semantische_instabilitaet,uebergangsindex,uebergangsphase_flag
217,68,2,1,2025-11-17 15:35:00,2025-11-17,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,"23,9,25",,1146,2025-11-17,5,0.35650786870518997,0.07568203453251021,0.019727487694999,0.23755111921453603,0.28782424045447397,0.25469859484583396,0.21487365161336802,0.07810198048138138,0.023846637472982248,0.025709898391846737,0.0926748051265385,0.07460397573375019,0.16337962052103508,0.15814782441253664,4.04313166042798,0.5609655109623757,0.7851526871507674,2.0,0.43206079980201,0.20010074092823,0.17908190624689,0.42607375450167,0.43160410779951,0.43570847934006,0.42842331125466,performanz,0.43570847934006,1.0,5.7688780713009,42,7,1.875,0.7187952884282609,4.47213595499958,3.3166247903554,3.0,0.3166666666666667,0.6485025486114573,0.6666666666666666,0.3333333333333333,0.08806639173429583,0.16337962052103508,1.115372732704381,1.3284240836098813,True
228,71,2,1,2025-11-24 15:35:00,2025-11-24,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3,,1145,2025-11-24,4,0.45881595806788744,0.09189732143843099,0.15124310713851324,0.39187670412805753,0.4104110223996575,0.48046166777746,0.41215706419308495,0.0057386956347069504,0.005463029704765804,0.008502746459696477,0.002692812707302142,0.008736631911143657,0.0018250790897618987,0.0024825503147876036,3.801498206501325,0.5088436959858745,0.18825925162436116,4.0,0.43972465223478,0.086913936171134,0.24615084216543,0.4228248615603,0.43578533368863,0.43240656209391,0.42758546357288,kognition,0.43972465223478,1.0,5.7527233494533,38,7,1.625,0.6191391873668903,3.4641016151377544,4.0,1.0,0.92,0.0,0.5,0.0,0.005063077974594933,0.008736631911143657,1.5657009825367452,-0.2955288666105631,False
241,75,2,5,2025-11-26 15:35:00,2025-11-26,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,8,,1144,2025-11-26,3,0.48543247365008674,0.17206991063102098,0.27861325673666665,0.38086530111953,0.3743581104237567,0.43645012451669,0.2519415552319933,0.013762912652204579,0.04043827837582271,0.01685746794056163,0.01422953669381497,0.018382865147225536,0.0042698897847288355,0.010007974648942883,3.3478552329685667,1.2540973904877302,0.34343693051752766,3.0,0.45345741411223,0.10243568053339,0.26553556693088,0.39179862131125,0.44365578807249,0.4599399051776,0.3892162501482,performanz,0.4599399051776,1.0,5.6434386263274,37,7,1.6875,0.704154339142587,3.872983346207417,3.3166247903554,1.0,0.82,0.0,0.5,0.0,0.016849846463328735,0.04043827837582271,1.532511440335086,0.41031652356207965,True
265,81,2,5,2025-12-03 15:35:00,2025-12-03,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,"25,20",,1141,2025-12-03,3,0.39834934256761007,0.18064383741688336,0.15736318664998333,0.44161170790914667,0.326937276011959,0.46284878663831003,0.41257348692552664,0.023380583528255713,0.01740017801622247,0.005870338092348819,0.01970298926150166,0.029942594290156544,0.0005749300204147679,0.000689826224326508,3.7473851403375664,1.2431521043354878,0.3123482662561559,3.0,0.46797508339359,0.17258099786974,0.21492071466311,0.39703615917181,0.43886386126762,0.43292318527052,0.40909535173353,kognition,0.46797508339359,1.0,5.6893442361162,42,7,2.0625,0.7719024117939607,5.196152422706632,3.7416573867739413,2.0,-0.6,0.0,0.6,0.0,0.013937348490460926,0.029942594290156544,1.518500123530548,0.398130643250308,True
283,86,2,1,2025-12-08 15:35:00,2025-12-08,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,"8,2",,1140,2025-12-08,5,0.405938227862966,0.147609950379974,0.156084328622786,0.41677873481360395,0.406673853945386,0.465335522712418,0.46772455201136004,0.0020762532161594164,0.0026774416114336203,0.005174343848381982,1.1054686726966055e-05,0.0021482561194515596,0.000592279856693574,0.001987612592008338,4.61772955941556,0.3353227427635382,0.12110838918446341,3.0,0.40860422889979,0.27330842928342,0.29892584751905,0.40895815065433,0.40793401541756,0.4094370463789,0.40949902781765,regulation,0.40949902781765,1.0,5.9779136270371,48,7,1.8125,0.75,4.358898943540674,5.0990195135927845,2.0,0.76,0.06,0.4,0.0,0.0020953202758364937,0.005174343848381982,1.152143710649334,-0.3847639407096443,False
294,89,2,5,2025-12-10 15:35:00,2025-12-10,4.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,"18,8",,1139,2025-12-10,4,0.6075257743409349,0.07933208867459099,0.18681313453966,0.2670461185652493,0.44754580924978504,0.37112788184337503,0.32058904840143254,0.01566380089945603,0.0054023020273214414,0.0035143618793516663,0.015123698367733841,0.00333992756001369,0.016662524715496254,0.01788254418040584,3.638278471464925,1.130146816259029,0.2785483075335026,1.0,0.44159940881233,0.11975951063553,0.27613490249807,0.39559870770122,0.43780736787729,0.4363274480609,0.4193308677682,kognition,0.44159940881233,1.0,5.7308505511929,46,7,2.4375,0.7274384280931732,6.4031242374328485,4.47213595499958,2.0,0.15999999999999998,0.6599999999999999,0.35,0.5,0.011084165661396967,0.01788254418040584,0.8028983745975106,1.0045584462891672,True
325,96,2,1,2026-01-19 15:35:00,2026-01-19,1.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,25,,1138,2026-01-19,4,0.42015203516467503,0.14383402329175224,0.2601118922415075,0.39694699139517253,0.336845177772985,0.480640106544875,0.4209260400538475,0.02010728132920711,0.012404742760621113,0.012717455895116905,0.004263092875967467,0.004725601692105194,0.0006245777370450685,0.0010513655287891523,3.1624642948331503,0.4697605414596432,0.23641936853576953,2.0,0.42880093141155,0.19034326903199,0.31476131013114,0.40764498269361,0.39771161950895,0.4237043180091,0.4206504507064,kognition,0.42880093141155,1.0,5.8757492001262,39,7,2.1875,0.8341662504161466,5.744562646538029,4.898979485566356,1.0,-0.6,0.0,0.7,0.0,0.007984873974121716,0.02010728132920711,0.9020599699984709,-0.14820491237535516,False
328,97,2,5,2026-01-21 15:35:00,2026-01-21,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,"23,8,13,12",,1137,2026-01-21,4,0.42947104032130995,0.1916794392700325,0.2843512034618675,0.40172995919977,0.36563551395451,0.4670473231333025,0.35863240276728,0.01850370854568843,0.012908144806620347,0.009364610969667201,0.0043297918864407675,0.007305511946452383,0.002082966062168708,0.0016305492866947318,3.51212317150165,0.8012574507402369,0.2369077531524297,2.0,0.41698229079498,0.24817144458703,0.35647233148454,0.39394918781063,0.40165401634047,0.41707747209738,0.38338665459876,performanz,0.41707747209738,1.0,6.0167121965807,42,7,1.5625,0.51234753829798,3.0,4.242640687119285,4.0,0.8174999999999999,0.046029881598804924,0.5625,0.0,0.008017897643390367,0.01850370854568843,1.0127217346308888,0.0157183975349382,False
5,2,3,3,2025-09-09 15:35:00,2025-09-09,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,"6,25,24,2",,320,2025-09-09,4,0.483526158225995,0.0606575526526605,0.13035684298975525,0.3662116962182825,0.41889852862341503,0.4736300572794675,0.442346852687225,0.003545039783030016,0.0005424964954811813,0.0078565188628361,0.000502076835841352,0.0011979333594923738,0.0004736278410255742,0.001823253019140917,3.54235854973935,0.899508459181704,0.1262574599651344,3.0,0.44610544385923,0.044005005883703,0.21009793773487,0.42209090084156,0.43855567854728,0.44135520563726,0.43545678495694,kognition,0.44610544385923,1.0,5.7010630423058,43,7,1.1875,0.4031128874149275,1.7320508075688772,,4.0,0.12499999999999999,0.6543126164151201,0.575,0.5,0.0022772780281210734,0.0078565188628361,1.3419219730489462,0.5894088896996141,True
84,28,3,3,2025-09-30 15:35:00,2025-09-30,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,"15,21,16,20",,316,2025-09-30,2,0.409451544464055,0.0514710027222455,0.032012330633226505,0.41043428775849,0.463836092808495,0.456338694525545,0.48634489980713,5.028338507263444e-07,2.2560690335134363e-06,2.5052619861586214e-08,0.00019881875128837382,3.5557176565307304e-07,1.1348902030146529e-05,7.843813366613802e-05,3.13806054061695,0.9674695750490501,0.017080553686997763,1.0,0.42030066081646,0.0,0.0,0.4255761786994,0.46048460315849,0.45414698332024,0.47321572762623,regulation,0.47321572762623,1.0,5.5654917891717,10,5,1.6875,0.6020797289396148,3.605551275463989,3.1622776601683795,4.0,-0.7875,0.11388041973930375,0.55,0.0,4.1677902036344695e-05,0.00019881875128837382,0.6615167095786826,-0.275985619551218,False
112,37,3,3,2025-10-21 15:35:00,2025-10-21,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"5,28,1,4,8,14,7,12,2,11",,314,2025-10-21,4,0.4821695428914375,0.18153302676686034,0.140383548686524,0.3899450280432775,0.40870049146200504,0.44420999250211746,0.37328946784326755,0.0050338246410329395,0.024793079119269968,0.009161159406948402,0.0058501339544663085,0.005429023132937048,0.002627569692586284,0.00618945918950848,3.6272379157389256,0.7079727650914477,0.2430725182671818,3.0,0.42575128723129,0.1905326239347,0.22017583704815,0.42233147083214,0.42634213542902,0.42546184657685,0.43909344131963,regulation,0.43909344131963,1.0,5.812894724612,38,7,1.0625,0.25,1.0,3.4641016151377544,10.0,0.782,0.0793473376995095,0.4800000000000001,0.0,0.008440607019535633,0.024793079119269968,1.3170150944528765,-0.13235513290486503,False
164,53,3,3,2025-11-04 15:35:00,2025-11-04,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,"1,15,21,13,11",,312,2025-11-04,4,0.425497140342515,0.1723318660736475,0.19295874508394625,0.3956301461467625,0.39500660498807,0.43804772643492,0.45806859948712997,0.004643729244133083,0.007024160707540526,0.010505178853278806,0.006052413877327427,0.0017734257591490174,0.00013296314634093904,0.007617892661446727,4.07826599865005,0.4990012306668612,0.1942929855893324,3.0,0.41341253168377,0.24355369485626,0.27215631103705,0.41398602287895,0.41861503184316,0.41541220794976,0.42012969853035,regulation,0.42012969853035,1.0,5.9160835359591,30,7,1.4375,0.7274384280931732,3.3166247903554,2.8284271247461903,5.0,0.182,0.8233686901989897,0.51,0.4,0.0053928234641737885,0.010505178853278806,1.231098072085398,0.09765036744892219,False
191,61,3,3,2025-11-11 15:35:00,2025-11-11,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,"15,21,20",,1232,2025-11-11,4,0.3795143359506,0.2443561923019725,0.271792261772775,0.40873119105309996,0.3047730158652975,0.410656601766605,0.432775959016335,0.012191793241222156,0.019396543921211498,0.013803700505562054,0.008867903640309883,0.010701074475257052,0.0026650637387475567,0.03887141236428156,2.828407646510475,1.324510608716878,0.3263395346668738,3.0,0.42789778589988,0.23881576636779,0.27853372086809,0.39769574233087,0.40151072448346,0.42426138820802,0.427686382226,kognition,0.42789778589988,1.0,5.9728328520016,31,7,1.625,0.7187952884282609,3.7416573867739413,1.7320508075688772,3.0,-0.75,0.10801234497346433,0.45,0.0,0.015213927412370251,0.03887141236428156,1.5502833811279173,0.24777746186831812,False
233,73,3,3,2025-11-25 15:35:00,2025-11-25,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,"1,8,14,13,11",,1229,2025-11-25,4,0.4671616768119875,0.11311354756241519,0.19238942208005325,0.398373341096785,0.38966207907222,0.4413160663896075,0.355154385464095,0.023442508841119286,0.017551790858442877,0.020659093096069624,0.018172962454953135,0.014452396545572824,0.002844922104820793,0.0033886812580603614,3.1290510540392003,0.8047190339469414,0.31703683565011637,3.0,0.44174888197678,0.1847214042128,0.28771306559096,0.40449479918347,0.42551578381415,0.42744497310727,0.40070527813107,kognition,0.44174888197678,1.0,5.7633616004439,31,7,1.375,0.5,2.449489742783178,2.0,5.0,0.826,0.057131427428342804,0.52,0.0,0.014358907879862699,0.023442508841119286,1.3739186231990193,-0.11221219112344405,False
50,16,4,9,2025-09-19 15:35:00,2025-09-19,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,"17,5,15,6",,731,2025-09-19,5,0.15228573507831392,-0.013263737839942596,0.018351829963885995,0.08487013871602059,0.151931408392936,0.158492213520872,0.18250574466027197,0.3473681607112772,0.015849260823032747,0.04372506627202547,0.08383919578113362,0.13585351125300785,0.11451453693563333,0.14642427281829792,2.86315510156418,0.9441013243131257,0.9421114608125772,3.0,0.58443800927355,-0.0085129645696039,0.18604972274332,0.28537747305456,0.49383253983199,0.43535814467547,0.32999142221814,kognition,0.58443800927355,1.0,6.0404178494685,47,7,3.0,0.8944271909999159,8.717797887081348,,4.0,-0.03749999999999998,0.8634053219664563,0.5875,0.5,0.12679628637062973,0.3473681607112772,1.628737595041901,2.8254693465118654,True
63,21,4,5,2025-09-24 15:35:00,2025-09-24,2.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,"5,3,28,1,6",,730,2025-09-24,5,0.5344745598520421,0.0378964431293754,0.12644546955627997,0.33015671122516393,0.46244962457432004,0.47238307624555603,0.36114390600104,0.0038984836405376528,0.00013024931866768394,0.003415917336492548,0.004002534814444174,0.0026271556701432026,0.0032546920430226384,0.0031409281375715734,2.55271240450058,0.7333696324802529,0.14307327130138414,3.0,0.46900610890987,0.0,0.17952457081996,0.40510194418616,0.44744777563555,0.45686794573445,0.41803731656425,kognition,0.46900610890987,1.0,5.581443673912,28,6,2.6875,0.7932002689527196,7.416198487095663,4.358898943540674,5.0,0.8140000000000001,0.11482160075525862,0.47000000000000003,0.0,0.002924280137268496,0.004002534814444174,1.292147634593879,-0.1544142608842506,False
75,25,4,9,2025-09-26 15:35:00,2025-09-26,2.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,5,,729,2025-09-26,5,0.4777732630042119,0.0732381060208958,0.12137177259067902,0.367110995177698,0.43233831492113206,0.4455514571771141,0.451834624795596,0.009022365049068629,0.003659934220666927,0.004209514885280737,0.002546406483143798,0.003299140856208588,0.0010811757469115818,0.0034556457683284332,3.52347007907782,0.8068620918801009,0.16514897217242586,3.0,0.44195098605942,0.094114945383255,0.21316127834088,0.42574998871207,0.43527380084108,0.43763382569676,0.43374047233085,kognition,0.44195098605942,1.0,5.7552581951224,37,7,2.6875,0.7932002689527196,7.416198487095663,3.7416573867739413,1.0,0.8,0.0,0.4,0.0,0.0038963118585155277,0.009022365049068629,1.324003688017509,-0.14289868218533447,False
129,43,4,9,2025-10-24 15:35:00,2025-10-24,2.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,"5,28,6",,723,2025-10-24,4,0.460062254238725,0.21114133335748275,0.1556793511757989,0.392526676436855,0.41298427063112253,0.44428044479687,0.375764074789535,0.010806386073642538,0.02053458203434124,0.007861174006838067,0.008145878197793095,0.0028803891378873826,0.002265046456563813,0.0038101392637473336,3.9644063173485753,0.928077053309684,0.23728378615239068,3.0,0.40700204121894,0.2871813699118,0.2944910829054,0.40811664420227,0.40412132061207,0.4105016184501,0.40836632562818,performanz,0.4105016184501,1.0,6.0067070587482,45,7,2.9375,0.8539125638299665,8.426149773176359,3.4641016151377544,3.0,0.75,0.10801234497346433,0.4166666666666667,0.0,0.008043370738687638,0.02053458203434124,1.3884536131540248,0.01758719908760593,False
